0.688,-0.906
1.049,-1.92
1.95,-4.108
2.453,-6.082
2.522,-6.570
2.444,-6.922
2.181,-7.290
1.277,-7.851
-0.698,-8.757
-1.972,-9.200
-4.363,-10.040
-5.665,-10.615
-5.852,-10.719
-6.161,-10.994
-6.205,-11.405 
-6.009,-12.139
-5.785,-12.619
-5.670,-12.863 
-5.376,-13.186
-5.175,-13.232
-4.642,-13.272
-4.085,-13.115
-3.453,-12.924
-2.236,-12.462
-1.260,-12.196
-0.418,-11.838
0.512,-11.379
1.587,-10.849
3.682,-9.708
4.355,-9.275
5.063,-8.669
5.582,-7.996
5.927,-7.119
6.195,-6.046
6.294,-5.217
6.065,-4.417
5.765,-3.476
5.466,-2.774
4.971,-1.823
4.518,-0.906
4.092,-0.210
3.580,0.552
3.327,0.908
3.034,1.223
2.767,1.363
2.419,1.463
1.684,1.346
1.287,1.248
0.808,0.873
0.515,0.444
0.462,0.183
0.477,-0.212